ID,2009,2010,2011,2012,2015,2016,2017,2019
24,0,0,0,0,0,1,0,0
161,0,1,0,1,0,1,0,0
200,1,0,1,0,0,0,0,0
201,1,1,1,0,0,0,0,0
202,1,0,0,0,0,0,0,0
203,1,1,1,0,1,0,0,0
204,1,0,0,0,0,0,0,0
205,1,0,0,0,1,0,0,1
206,1,1,0,0,0,0,0,0
207,1,0,0,0,0,0,0,0
208,1,1,1,0,0,0,0,0
209,1,1,1,0,0,0,0,1
210,1,1,1,0,0,0,0,1
211,1,1,0,0,0,0,1,0
212,1,1,1,0,0,0,0,1
213,1,0,0,0,0,0,0,0
214,1,0,0,0,0,0,0,0
215,1,0,1,0,0,0,0,0
216,1,1,0,0,0,0,1,0
217,1,0,1,0,0,1,0,1
218,1,0,1,0,0,1,0,0
219,1,0,0,0,0,0,0,0
220,1,0,0,0,0,0,0,0
221,1,1,0,1,0,0,0,0
222,1,1,0,0,0,0,0,0
223,1,0,0,0,0,0,0,0
224,1,0,1,0,0,0,0,0
225,1,1,0,0,1,0,0,0
226,1,0,1,0,1,0,0,0
227,1,1,1,0,0,0,0,0
228,1,0,0,0,0,0,0,0
229,1,0,0,0,0,0,0,0
230,1,0,1,0,0,0,0,0
231,1,1,1,1,0,0,0,0
232,1,1,0,1,0,1,0,1
233,1,0,0,1,0,0,0,1
234,1,1,0,0,0,0,0,0
240,1,0,0,0,0,0,0,0
256,0,0,0,0,0,1,0,0
258,1,1,1,1,0,0,0,0
259,1,1,0,0,0,0,0,0
260,1,0,1,0,0,0,0,0
261,1,0,1,0,0,1,0,0
262,1,1,0,0,0,1,0,0
263,1,1,0,0,1,0,0,0
264,1,1,0,0,0,0,0,0
265,1,1,0,1,0,0,0,0
266,1,1,1,0,0,0,0,0
267,1,1,0,0,0,1,0,0
268,1,0,1,0,0,0,0,0
269,1,1,0,0,0,1,0,0
270,1,0,0,0,0,0,0,0
271,1,0,0,0,0,0,0,0
272,1,0,1,0,0,0,0,0
273,1,0,0,0,0,0,0,0
274,1,1,1,0,0,1,0,0
275,1,0,0,0,0,0,0,0
276,1,0,0,0,0,0,0,0
277,1,1,0,1,0,0,0,1
278,1,0,0,0,0,0,0,0
279,1,0,0,0,0,1,0,1
281,1,1,0,0,0,0,0,0
282,1,1,1,1,1,0,1,0
283,1,0,1,0,0,0,0,0
284,1,1,1,0,0,1,0,1
285,1,0,1,1,1,1,1,1
286,1,0,0,0,0,0,0,0
287,1,1,1,1,0,0,0,0
288,1,0,0,0,0,0,0,0
289,1,0,0,0,0,0,0,0
290,1,0,1,0,0,0,0,0
291,1,1,1,1,0,1,0,1
292,1,1,1,1,0,0,1,1
293,1,0,1,0,0,0,0,0
294,1,0,0,0,0,0,1,1
295,1,1,1,0,1,1,0,0
296,1,0,0,0,1,0,0,0
297,1,1,1,0,0,0,0,0
298,1,1,0,0,0,0,0,0
299,1,1,1,1,0,0,0,1
300,1,0,1,1,0,0,0,0
304,0,1,1,0,0,0,0,0
310,1,1,0,0,0,1,0,0
317,0,0,1,0,0,0,1,0
320,1,1,1,1,0,0,0,0
321,0,0,1,1,0,0,0,0
322,0,1,1,1,0,1,0,0
325,0,1,1,0,0,0,0,0
330,1,0,1,0,0,1,0,1
332,0,1,0,0,0,0,0,1
336,0,1,0,0,0,0,0,0
338,0,1,0,0,0,0,0,0
339,0,0,0,0,0,0,1,0
340,1,0,0,0,0,0,0,0
345,0,1,0,0,0,1,0,0
348,0,0,1,0,0,0,0,1
349,0,1,1,0,0,0,0,0
356,0,1,0,0,0,0,1,0
370,1,1,1,0,0,1,0,0
381,1,1,0,0,0,0,1,0
397,0,1,1,1,1,1,0,0
408,0,0,0,0,0,0,0,1
419,0,1,0,1,0,0,1,1
444,0,1,1,1,0,0,0,1
445,0,0,1,1,0,0,0,0
446,0,0,1,0,0,0,0,0
448,0,1,1,1,0,0,0,0
450,0,1,1,1,1,1,1,0
453,0,1,0,0,0,0,0,0
454,0,1,0,0,0,0,0,0
455,0,0,0,0,0,0,0,1
457,0,1,0,0,0,0,0,1
458,0,0,1,0,0,1,1,0
459,0,1,1,0,0,0,1,0
460,0,1,1,1,0,0,0,0
462,0,1,0,0,0,0,0,0
463,0,1,0,0,0,0,1,1
464,0,0,1,1,0,1,0,0
466,0,0,1,0,0,0,0,1
467,0,0,1,0,1,0,1,0
468,0,0,1,0,0,0,0,0
470,0,1,1,1,0,0,0,0
496,0,1,0,1,0,1,0,0
498,0,0,1,1,0,0,0,1
499,0,1,1,0,0,0,0,0
502,0,0,0,0,0,1,0,0
503,0,1,1,0,1,0,0,0
504,0,1,0,1,1,0,0,0
507,0,1,1,0,0,0,0,0
508,0,1,1,0,1,0,0,0
509,0,1,1,0,0,0,0,0
510,0,1,0,0,1,1,0,0
530,0,0,1,0,0,0,1,0
554,0,1,0,0,0,0,0,0
