ID,2009,2010,2011,2012,2015,2016,2017,2019
556,0,1,1,1,1,1,0,1
557,0,0,1,0,0,1,0,0
559,0,0,0,0,0,0,1,0
564,0,1,0,0,0,0,0,1
570,0,0,0,1,0,0,0,0
595,0,1,1,0,0,0,0,0
597,0,1,0,0,0,1,0,0
608,0,0,1,0,0,0,0,1
617,0,1,0,0,0,0,0,0
627,0,0,1,1,1,0,0,0
659,0,0,0,0,1,0,0,0
666,0,1,1,1,0,0,0,0
668,0,1,1,0,0,1,0,0
669,0,1,0,0,0,0,1,0
671,0,0,1,1,0,0,0,0
672,0,0,1,1,0,1,0,0
676,0,1,1,1,1,0,1,1
678,0,1,1,0,0,0,0,0
679,0,1,0,0,0,0,0,0
680,0,1,1,0,0,0,0,0
681,0,1,0,0,0,1,0,1
682,0,0,1,0,0,0,0,0
683,0,0,1,0,0,1,0,1
684,0,1,1,1,1,0,0,1
685,0,1,1,1,0,0,0,0
686,0,0,0,0,0,1,0,1
687,0,0,0,0,0,0,1,0
688,0,1,0,0,0,0,0,0
692,0,0,0,0,1,0,0,0
693,0,0,1,0,0,0,0,0
695,0,0,1,0,0,0,1,0
696,0,1,0,0,0,1,0,0
701,1,1,1,0,0,0,0,0
702,0,0,0,0,0,1,0,0
704,0,1,1,0,0,0,0,0
705,0,0,0,0,1,1,0,0
709,0,0,0,0,0,0,1,0
710,0,1,0,0,0,0,0,0
712,0,1,0,1,0,0,0,1
713,0,1,1,0,0,0,0,0
716,0,0,1,1,0,0,0,0
717,0,1,0,1,0,0,0,1
718,0,0,1,0,1,0,0,0
719,0,1,0,1,0,0,0,0
721,0,1,1,0,1,0,0,0
723,0,0,0,0,0,0,1,1
724,0,1,1,1,0,1,1,0
725,0,0,1,0,0,1,0,0
726,0,0,0,1,0,0,0,0
727,0,1,0,0,0,0,0,0
728,0,0,1,0,1,0,0,1
729,0,0,1,0,0,0,0,1
730,0,0,1,0,0,0,0,0
731,0,1,1,1,0,1,0,0
732,0,1,0,0,0,1,0,1
733,0,1,1,1,0,0,1,1
736,0,0,1,0,0,0,0,0
737,0,1,0,1,0,0,0,1
738,0,1,0,0,0,0,0,0
739,0,1,0,0,0,0,0,0
741,0,1,0,0,1,1,0,0
742,0,1,0,1,0,1,0,0
743,0,1,0,0,0,0,0,0
744,0,1,1,0,0,1,0,1
745,0,1,0,0,0,1,0,1
747,0,0,1,1,0,0,0,0
748,0,0,1,0,0,0,0,0
749,0,1,1,0,0,0,0,0
751,0,1,0,0,0,0,0,0
752,0,0,1,0,1,0,0,0
753,0,1,1,0,0,0,0,0
754,0,0,1,0,0,0,0,0
755,0,0,1,0,1,0,0,0
756,0,0,0,1,0,0,0,0
758,0,1,1,0,0,0,0,0
759,0,1,1,1,0,0,0,0
760,0,0,1,0,0,0,0,0
761,0,0,0,0,1,0,0,0
762,0,1,1,0,1,0,1,1
765,0,1,0,0,0,0,0,0
766,0,1,0,0,1,1,0,0
767,0,1,0,0,0,0,0,0
768,0,1,0,0,0,1,0,0
769,0,1,1,0,0,0,0,1
770,0,1,0,1,0,0,0,0
771,0,1,0,0,0,0,1,1
772,0,1,0,0,0,0,0,1
773,0,1,0,0,0,0,0,0
774,0,1,1,0,0,0,0,0
775,0,1,1,1,1,1,0,0
776,0,1,0,1,0,1,0,1
777,0,1,1,0,1,0,0,0
778,0,1,1,0,1,0,0,1
779,0,1,1,0,0,0,0,0
780,0,1,1,0,0,0,0,1
781,0,1,0,0,0,0,0,0
782,0,1,0,0,0,0,0,0
783,0,1,0,0,0,0,0,0
784,0,1,0,0,0,0,0,0
785,0,1,1,0,0,0,0,0
786,0,1,0,0,0,0,0,0
787,0,1,0,0,0,0,0,0
788,0,1,0,0,0,0,0,0
789,0,1,1,0,0,0,0,0
790,0,1,0,0,0,0,0,0
791,0,1,1,0,0,0,0,0
792,0,1,0,0,0,0,0,0
793,0,1,0,0,0,0,0,0
794,0,1,0,0,0,1,0,0
795,0,1,0,1,0,0,0,0
796,0,1,0,0,1,0,1,0
797,0,1,1,0,0,0,1,0
798,0,1,0,0,0,0,0,0
799,0,1,1,0,0,0,0,0
800,0,0,1,0,0,1,0,0
802,0,1,0,0,0,0,0,0
803,0,1,0,0,0,0,0,0
804,0,1,0,0,0,0,0,0
805,0,1,0,0,0,0,0,0
806,0,1,0,0,1,1,1,1
807,0,1,1,0,0,0,0,0
808,0,1,0,0,0,0,0,0
809,0,1,1,0,0,0,0,0
810,0,1,1,0,0,0,0,0
811,0,1,1,0,0,0,0,0
812,0,1,0,0,0,0,0,0
814,0,1,1,0,1,0,0,0
815,0,1,1,0,0,0,0,0
816,0,1,0,0,0,0,0,0
817,0,1,0,0,0,0,0,0
818,0,1,0,1,0,0,0,1
819,0,1,0,0,0,0,0,0
820,0,1,0,0,0,0,0,0
821,0,1,0,0,0,0,0,0
831,0,0,0,0,0,0,1,1
833,0,1,0,0,0,0,0,0
834,0,1,1,0,0,0,0,0
835,0,1,0,0,0,0,0,0
836,0,1,0,0,0,0,0,0
837,0,1,0,0,0,0,0,0
838,0,1,0,0,0,0,0,0
839,0,1,0,0,0,0,0,0
840,0,1,1,0,1,0,0,0
841,0,1,0,1,1,0,0,0
842,0,1,0,0,0,0,0,0
843,0,1,0,0,0,0,0,0
844,0,1,0,0,0,0,0,0
845,0,1,0,0,0,0,0,1
846,0,1,1,0,0,0,0,0
847,0,1,0,1,0,0,0,0
848,0,1,1,1,1,0,0,0
849,0,1,1,0,0,0,0,0
850,0,1,0,0,0,0,0,0
851,0,1,0,0,0,0,0,0
852,0,1,0,1,1,0,0,0
853,0,1,0,0,0,0,1,0
854,0,1,0,0,0,0,0,0
855,0,1,0,1,0,0,0,0
856,0,1,1,1,0,0,1,0
857,0,1,0,0,0,0,0,0
858,0,1,1,1,0,0,0,0
859,0,1,1,0,0,0,0,0
860,0,1,0,0,0,0,0,0
872,0,0,1,1,1,0,1,0
873,0,0,1,1,0,0,1,0
874,0,0,1,0,0,0,0,0
875,0,0,1,0,0,0,0,0
876,0,0,1,0,0,0,0,0
877,0,0,1,0,0,0,0,1
878,0,0,1,0,0,0,0,0
879,0,0,1,0,0,0,0,0
881,0,0,1,0,0,1,0,0
882,0,0,1,0,0,1,0,1
883,0,0,1,1,1,0,0,0
884,0,0,1,0,0,1,0,0
885,0,0,1,0,0,0,0,0
886,0,0,1,0,0,0,0,0
887,0,0,1,0,0,0,0,0
888,0,0,1,0,0,0,0,0
889,0,0,1,0,0,0,0,0
890,0,0,1,0,0,0,0,0
891,0,0,1,0,0,0,0,0
892,0,0,1,1,0,0,0,0
893,0,0,1,1,0,0,0,0
894,0,0,1,0,0,0,0,0
924,0,0,1,0,0,0,0,0
925,0,0,1,0,0,0,0,0
926,0,0,1,0,0,0,0,0
927,0,0,1,1,0,0,0,0
928,0,0,1,0,0,0,0,0
929,0,0,1,0,0,0,0,0
930,0,0,1,0,0,0,0,0
931,0,0,1,0,0,0,0,0
932,0,0,1,0,0,0,0,0
933,0,0,1,0,0,0,0,0
934,0,0,1,0,0,0,0,0
935,0,0,1,0,0,0,0,0
936,0,0,1,0,1,1,1,1
937,0,0,1,0,0,1,0,0
938,0,0,1,0,0,0,0,0
939,0,0,1,0,1,1,1,1
940,0,0,1,0,0,0,0,0
941,0,0,1,0,0,0,0,0
942,0,0,1,0,0,0,0,0
952,0,0,0,1,1,0,0,0
970,0,0,0,0,0,0,0,1
987,0,0,0,0,0,0,0,1
1100,0,0,1,0,0,0,0,0
1108,0,0,0,0,1,0,1,0
1135,0,0,1,0,0,0,0,0
1136,0,0,1,0,0,0,0,0
1137,0,0,1,1,0,0,0,0
1138,0,0,1,0,0,1,0,0
1139,0,0,1,0,0,1,0,0
1141,0,0,1,0,0,0,0,0
1142,0,0,1,0,0,0,0,0
1143,0,0,1,0,0,0,0,0
1144,0,0,1,0,0,0,0,0
1145,0,0,1,0,1,0,0,0
1146,0,0,1,0,0,0,0,0
1147,0,0,1,0,0,0,0,0
1148,0,0,1,1,0,0,0,0
1149,0,0,0,0,0,0,0,1
1150,0,0,0,1,1,1,0,1
1153,0,0,1,0,0,0,0,0
1193,0,0,0,0,0,1,0,0
1200,0,1,1,0,0,0,0,0
1212,0,0,0,0,0,1,0,1
1259,0,0,0,1,0,0,0,0
1261,0,0,0,1,0,0,0,0
1262,0,0,0,1,0,0,0,0
1263,0,0,0,1,0,0,0,0
1264,0,0,0,1,0,0,1,0
1265,0,0,0,1,0,0,0,0
1266,0,0,0,1,0,0,0,0
1267,0,0,0,1,0,0,0,0
1268,0,0,1,0,0,0,0,0
1269,0,0,0,1,0,0,0,0
1270,0,0,0,1,0,1,0,0
1271,0,0,0,1,1,1,0,1
1272,0,0,0,1,0,0,0,0
1273,0,0,0,1,0,0,0,0
1274,0,0,0,1,1,0,1,0
1275,0,0,0,1,0,0,0,0
1276,0,0,0,1,0,0,0,0
1277,0,0,0,1,0,0,0,1
1314,0,0,0,0,0,0,0,1
1353,0,0,0,0,0,0,0,1
1371,0,0,0,0,1,0,0,0
1372,0,0,0,0,0,1,0,0
1516,0,0,0,0,0,1,0,0
1519,0,0,0,0,1,1,0,1
1561,0,0,0,0,0,0,0,1
1624,0,0,0,0,0,0,0,1
1625,0,0,0,0,1,0,0,0
1670,0,0,0,0,1,0,0,1
1681,0,0,0,0,0,0,1,0
1714,0,1,1,1,1,0,0,1
1717,0,0,0,0,0,0,0,1
1720,0,0,0,0,0,0,1,1
1722,0,0,0,0,0,0,0,1
1768,0,0,0,1,0,0,0,0
1825,0,0,0,0,0,0,0,1
1881,0,0,0,0,1,0,0,0
1882,0,0,0,0,1,0,0,0
1883,0,0,0,0,1,1,0,0
1884,0,0,0,0,1,0,0,0
1885,0,0,0,0,1,0,0,0
1886,0,0,0,0,1,0,0,1
1887,0,0,0,0,1,0,0,0
1888,0,0,0,0,1,0,0,0
1889,0,0,0,0,1,1,0,0
1890,0,0,0,0,1,0,0,0
1891,0,0,0,0,1,1,0,0
1892,0,0,0,0,1,0,1,0
1893,0,0,0,0,1,0,0,0
1894,0,0,0,0,1,0,0,0
1895,0,0,0,0,1,1,0,1
1896,0,0,0,0,1,1,0,0
1897,0,0,0,0,1,0,0,1
1898,0,0,0,0,1,1,1,1
1899,0,0,0,0,1,1,0,0
1901,0,0,0,0,1,1,1,1
1902,0,0,0,0,1,1,0,1
1903,0,0,0,0,1,0,1,1
1904,0,0,0,0,1,1,0,0
1905,0,0,0,0,1,1,0,0
1906,0,0,0,0,1,1,0,1
1907,0,0,0,0,1,1,0,1
1908,0,0,0,0,1,1,0,1
1909,0,0,0,0,1,0,0,0
1910,0,0,0,0,1,0,0,0
1955,0,0,0,0,0,0,0,1
1991,0,0,0,0,0,1,0,1
1992,0,0,0,0,0,1,0,0
1993,0,0,0,0,0,1,0,0
1994,0,0,0,0,0,1,0,1
1995,0,0,0,0,0,1,0,0
1996,0,0,0,0,0,1,0,0
1997,0,0,0,0,0,1,0,1
1998,0,0,0,0,0,1,1,1
1999,0,0,0,0,0,1,1,0
2006,0,0,0,0,0,1,1,1
2007,0,0,0,0,0,1,0,0
2008,0,0,0,0,0,1,1,0
2009,0,0,0,0,0,1,0,1
2011,0,0,0,0,0,1,1,1
2012,0,0,0,0,0,1,0,0
2013,0,0,0,0,0,1,1,1
2014,0,0,0,0,1,0,0,0
2015,0,0,0,0,0,1,1,1
2016,0,0,0,0,0,1,0,1
2020,0,0,0,0,1,0,0,0
2023,0,0,0,0,0,0,1,0
2024,0,0,0,0,0,0,1,0
2025,0,0,0,0,0,0,1,0
2026,0,0,0,0,0,0,1,1
2027,0,0,0,0,0,0,1,0
2028,0,0,0,0,0,0,1,0
2029,0,0,0,0,0,0,1,0
2031,0,0,0,0,0,0,1,1
2032,0,0,0,0,0,0,1,1
2033,0,0,0,0,0,0,1,1
2034,0,0,0,0,0,0,1,1
2037,0,0,0,0,0,0,1,1
2038,0,0,0,0,0,0,1,0
2039,0,0,0,0,0,0,1,0
2050,0,0,0,0,0,0,1,0
2153,0,0,0,0,0,0,0,1
2154,0,0,0,0,0,0,0,1
2156,0,0,0,0,0,0,0,1
2157,0,0,0,0,0,0,0,1
2158,0,0,0,0,0,0,0,1
2160,0,0,0,0,0,0,0,1
2161,0,0,0,0,0,0,0,1
2162,0,0,0,0,0,0,0,1
2165,0,0,0,0,0,0,0,1
2200,0,0,0,0,0,0,1,0
2201,0,0,0,0,0,0,1,0
2270,0,0,0,0,1,0,0,0
2284,1,0,0,1,0,0,0,0
2306,0,0,0,0,0,0,0,1
2384,0,0,0,0,0,0,0,1
2385,0,0,0,0,0,0,0,1
2386,0,0,0,0,0,0,0,1
2387,0,0,0,0,0,0,0,1
2388,0,0,0,0,0,0,0,1
2389,0,0,0,0,0,0,0,1
2390,0,0,0,0,0,0,0,1
2391,0,0,0,0,0,0,0,1
2392,0,0,0,0,0,0,0,1
2393,0,0,0,0,0,0,0,1
2423,0,0,0,0,0,0,0,1
2458,0,0,0,0,0,0,0,1
2459,0,0,0,0,0,0,0,1
2461,0,0,0,0,0,0,0,1
3002,0,0,0,0,0,1,0,1
3274,0,0,0,0,0,0,1,1
